screen_name,user_tweeted,user_retweeted,user_favourited,user_replied,likes_per_tweet,retweets_per_tweet,lists_per_user,follower_friend_ratio,tweet_frequency,favourite_tweet_ratio,age_of_account_in_days,sources_count,urls_count,cdn_content_in_kb,source_identity
3_x_x_, 1, 4, 11.0, 4, 0.0, 0.0, 0.0491910464869485, 1.384071563498228, 23.856851552720563, 0.0, 1219.9158333333332, 1, 5, 0.009017015518147086,[2]
3boooodOn, 3, 0, 383.0, 1, 0.0, 0.0, 0.022591744583467827, 1.0220906563129828, 8.334314708722507, 0.0, 1399.9120833333334, 2, 0, 0.2735886092846902,[0;2]
3ebod, 2, 1, 99.33333333333333, 2, 0.0, 0.0, 0.11549429009105112, 114.08968352048271, 33.20651838879684, 0.0, 1039.3707291666667, 1, 0, 0.09557064726363376,[2]
407294n, 0, 1, 70614.0, 1, 0.0, 0.0, 0.25809278676892555, 0.9104433605431862, 22.736286056858805, 0.0, 414.57958333333335, 1, 1, 170.32676677477485,[2]
4Shbab_net, 9, 0, 438.0, 3, 0.0, 0.0, 0.15260658462792243, 11544.098765432098, 27.23078541558317, 0.0, 2011.6518171296295, 2, 7, 0.21773151609554883,[1;2]
4kingandcountry, 4, 0, 7846.25, 4, 0.0, 0.0, 0.2726344530860472, 483.8006892230576, 6.748160392523707, 0.0, 2665.932002314815, 1, 1, 2.9431545865337685,[1]
50ShedsofGrey, 0, 3, 1091.3333333333333, 3, 0.0, 0.0, 0.5912571260447558, 442.35353535353534, 0.21501223277967987, 0.0, 1395.1878356481482, 1, 0, 0.7822124773803978,[2]
5623V, 1, 1, 33499.5, 2, 0.0, 0.0, 0.8741749113231785, 13.649071479676293, 20.594287467236505, 0.0, 1744.4229282407407, 1, 1, 19.203771893656782,[2]
5REDVELVET, 2, 6, 449.25, 6, 0.0, 0.0, 1.3120078471528875, 495.2642405485686, 16.263217392647977, 0.0, 630.2570486111111, 2, 8, 0.7128044041554253,[2]
5SOSWWnews, 2, 2, 9359.0, 2, 0.0, 0.0, 0.3043585641387009, 363.6444577761749, 60.31018997259408, 0.0, 1013.749201388889, 1, 3, 9.232066459019336,[2]
6G5, 1, 2, 404.0, 3, 0.0, 0.0, 0.03891683396609628, 104.45389002395927, 36.2460843399086, 0.0, 1341.933888888889, 1, 1, 0.30105805013577003,[2]
8NewsNow, 9, 6, 3241.0, 9, 0.0, 0.0, 0.4634738017449231, 59.725387889049095, 27.672672295543254, 0.0, 2824.728148148148, 3, 11, 1.1473670491529437,[3;4;2]
8S88S, 9, 2, 69507.36363636363, 6, 0.0, 0.0, 0.22653050095229402, 1.1227850222169122, 54.556541449230856, 0.0, 956.4852314814815, 2, 3, 72.66956284176497,[2;0]
8TrollFootball, 8, 6, 108.0, 6, 0.0, 0.0, 0.25219087680542174, 788.6685736768492, 5.35655430933762, 0.0, 1734.037337962963, 3, 12, 0.06228239590669457,[4;2;3]
95199, 3, 0, 2612.0, 1, 0.0, 0.0, 0.009292073851022382, 284.198539165737, 170.42164559949165, 0.0, 771.4614467592593, 1, 2, 3.3857816368821028,[2]
9F7teee, 4, 4, 2426.875, 5, 0.0, 0.0, 0.023380738450039074, 239.1935318322216, 35.05643501825632, 0.0, 1706.9520717592593, 1, 0, 1.4217593101479158,[2]
9lllll, 8, 1, 842.1111111111111, 4, 0.0, 0.0, 0.026107333710279162, 0.9532320635770609, 3.7179327681766616, 0.0, 1484.337511574074, 1, 2, 0.5673312872205795,[2]
9modano, 0, 3, 40.666666666666664, 3, 0.0, 0.0, 0.7513297734207732, 188.56156313789984, 3.034506930731324, 0.0, 1660.7125578703706, 1, 2, 0.02448748067444972,[2]
AANafgh, 1, 1, 105.0, 1, 0.0, 0.0, 0.24802224343709844, 362.0692307692308, 4.218238444176009, 0.0, 2376.147418981481, 2, 2, 0.04418917747325943,[1;4]
AARP, 2, 0, 3287.0, 1, 0.0, 0.0, 0.9325264564131016, 14.231860299358518, 20.3542302643382, 0.0, 2368.003101851852, 2, 1, 1.3880893979528421,[4;1]
ABCthedrum, 2, 0, 10.0, 1, 0.0, 0.0, 0.8496894568022227, 237.45261879049676, 9.776973836760062, 0.0, 2319.4715856481484, 2, 1, 0.004311326796101113,[1;3]
ABOVEMILLIONS_, 8, 4, 410.0, 2, 0.0, 0.0, 0.04483527909978757, 1.564736453332402, 26.074075753402607, 0.0, 1945.9193865740738, 1, 7, 0.21069732016074597,[2]
AHMETkimkii, 0, 15, 29948.866666666665, 15, 0.0, 0.0, 0.02351737585265889, 2.044994757227429, 0.9970974928351576, 0.0, 729.9086342592592, 1, 5, 41.03098012679352,[3]
AK_ODi, 2, 0, 630.5, 0, 0.0, 0.0, 0.036764851898417376, 1.5303606320165337, 0.3255547243287672, 0.0, 2064.1993171296294, 1, 0, 0.3054453098437903,[2]
ALAHLISA, 0, 2, 159.5, 2, 0.0, 0.0, 0.14956684059995912, 280.29524426171133, 18.787328653494498, 0.0, 1994.0289236111112, 1, 1, 0.07998880964632725,[2]
ALAKBArkwTT, 4, 3, 99.42857142857143, 4, 0.0, 0.0, 0.1841677304071021, 106745.42857142857, 17.84224155148544, 0.0, 1559.104108796296, 1, 3, 0.06377288781910473,[2]
ALBASRAWI_EYAD, 1, 0, 420.0, 0, 0.0, 0.0, 0.014294838432754062, 108.30678148546825, 7.299897492993074, 0.0, 419.7319212962963, 1, 0, 1.0006386902927844,[2]
ALDAWAACO, 2, 0, 24.5, 0, 0.0, 0.0, 0.01059048522745188, 257.1904654654655, 2.1328373432936085, 0.0, 1894.9276041666665, 1, 2, 0.012929253838578377,[1]
ALHURAIB4, 2, 1, 447.0, 1, 0.0, 0.0, 0.028960595291920497, 1.4677806143511152, 19.974786852639483, 0.0, 818.9265856481483, 1, 1, 0.5458364740304738,[2]
ALKAHRABA, 2, 0, 419.0, 2, 0.0, 0.0, 0.21473640827141272, 16431.666666666664, 3.7578913136405507, 0.0, 1591.9192013888887, 2, 1, 0.26320431315511394,[2]
AM6_27, 1, 0, 4.0, 0, 0.0, 0.0, 0.029437048849429708, 2993.969696969697, 0.2182649475665032, 0.0, 1392.8026620370372, 1, 0, 0.0028719072048224107,[2]
ANASTASSIASFEIR, 7, 0, 138.57142857142858, 0, 0.0, 0.0, 0.022584270731840377, 258.97251356238695, 8.876507605952627, 0.0, 2367.6599189814815, 2, 7, 0.05852674510410227,[2]
ANDYC_ram, 4, 2, 3170.8333333333335, 6, 0.0, 0.0, 0.3872943227151799, 246.68383216564553, 11.384308825186757, 0.0, 2349.7170833333334, 2, 2, 1.3494532409132234,[2;0]
APRYLSJONES, 1, 0, 26.0, 1, 0.0, 0.0, 0.07550241034104502, 244.20276497695852, 6.27636436683039, 0.0, 1655.5762847222222, 1, 1, 0.015704501350937365,[2]
APandaSays, 4, 352, 2822.078651685393, 355, 0.0, 0.0, 0.10723049257015868, 3.1392685929571877, 4.622400589516487, 0.0, 888.8675347222223, 26, 178, 3.1749147555122637,[0;3]
ASLAN_RUHU, 4, 3, 1191.2857142857142, 4, 0.0, 0.0, 0.05422885760841203, 2980.130213464696, 9.244582886500348, 0.0, 1538.9025115740742, 1, 5, 0.7741138280859661,[2]
ASYSokak, 13, 8, 3972.4285714285716, 10, 0.0, 0.0, 0.049340692001031985, 431.7105635262387, 21.83823056032544, 0.0, 1949.734363425926, 2, 11, 2.037420402463708,[2;1]
ASuicideBoy, 16, 1, 69219.35294117648, 2, 0.0, 0.0, 1.580610461539429, 14.209638944156435, 9.803533111562352, 0.0, 740.789537037037, 1, 3, 93.43997111249121,[1]
A_M_Perez, 63, 8, 112950.28169014085, 69, 0.0, 0.0, 0.9336749857635855, 1.0878284156849427, 131.44535018547907, 0.0, 862.7032754629628, 1, 12, 130.9259914766488,[1]
A_alfugaier, 5, 0, 315.4, 4, 0.0, 0.0, 0.21471569411840977, 180.43705955559648, 27.177933685172796, 0.0, 1686.2697106481482, 1, 0, 0.18704006720180621,[2]
A_sReViN, 8, 0, 25559.25, 7, 0.0, 0.0, 0.4402698969355513, 2.6321064760284676, 26.79371562321406, 0.0, 379.9891319444444, 2, 1, 67.26310794524734,[2;0]
AaronBoone_ESPN, 2, 1, 290.6666666666667, 3, 0.0, 0.0, 0.6887152093637751, 572.0123216150365, 5.519562375611521, 0.0, 1893.4148958333335, 2, 0, 0.1535145135418077,[2]
AashishKhetan, 2, 5, 70.57142857142857, 6, 0.0, 0.0, 0.11363008499399947, 260.1865341888765, 2.616788480750757, 0.0, 2221.8922569444444, 1, 5, 0.03176185899692485,[2]
AbHamid32, 1, 2, 21.0, 3, 0.0, 0.0, 0.007512128310704884, 448.2380424415832, 1.74914511466297, 0.0, 1694.1139467592593, 1, 3, 0.012395860408428706,[2]
AbbeyHemmo, 5, 3, 43095.375, 5, 0.0, 0.0, 0.10289319677174127, 1.7207405250157488, 106.0034233229077, 0.0, 983.4505208333334, 2, 2, 43.82058282249202,[0;2]
Abdel3zez, 0, 46, 60.30434782608695, 46, 0.0, 0.0, 0.049424826959387866, 131.5800380565472, 7.045196906927415, 0.0, 1592.1072569444448, 1, 32, 0.03787706359797795,[2]
Abo_Mrzoq, 8, 3, 72.63636363636364, 8, 0.0, 0.0, 0.892382512417711, 551.7964214583615, 14.245182890630945, 0.0, 938.1703935185186, 1, 2, 0.07742342344011506,[2]
Abozainab939, 5, 14, 5573.631578947368, 14, 0.0, 0.0, 0.002908206943796999, 129.0887320144807, 19.942456722983042, 0.0, 2060.577962962963, 1, 12, 2.7048875020156418,[2]
AbrahamMateoESP, 0, 7, 6215.714285714285, 7, 0.0, 0.0, 0.0875000875887535, 28.645085826976324, 50.952021643454025, 0.0, 1449.8617476851853, 1, 5, 4.287108267831845,[2]
Action_Twit, 0, 22, 954.5909090909091, 22, 0.0, 0.0, 0.03636234583096979, 1.2370229662749421, 6.738773140945806, 0.0, 1531.2563078703706, 1, 22, 0.6234037399124436,[3]
ActorsAccess, 3, 0, 13344.666666666666, 1, 0.0, 0.0, 0.525226181321573, 8.408179123277067, 14.993521767790801, 0.0, 2550.743773148148, 1, 2, 5.231676661194618,[1]
AdamCourtney123, 2, 0, 1808.5, 0, 0.0, 0.0, 0.02464349698417556, 9.423415335445146, 20.169682522659592, 0.0, 2219.782291666667, 1, 0, 0.8147195365911916,[2]
Adel_Alawi, 1, 0, 4.0, 0, 0.0, 0.0, 0.017313018089624172, 288.75748502994014, 1.8524929355897866, 0.0, 924.1600694444445, 1, 1, 0.004328254522406043,[0]
AdrenalineVibes, 0, 9, 17.0, 9, 0.0, 0.0, 0.12014912802919755, 7554.509361009361, 0.2052768026980767, 0.0, 650.9513773148147, 1, 7, 0.026115621830504886,[2]
AdrianbarrosJP, 2, 5, 16122.142857142857, 5, 0.0, 0.0, 0.053508985805139096, 1.1768449942536403, 19.225376224628498, 0.0, 1983.4263310185186, 2, 7, 8.128430385848462,[2;1]
Adriexn, 4, 0, 6938.5, 2, 0.0, 0.0, 0.050354973538121, 479.6775425140006, 80.25696962353895, 0.0, 1487.291261574074, 2, 0, 4.6651924739049715,[2;1]
AdvisableTweets, 22, 96, 77.61016949152543, 99, 0.0, 0.0, 0.04201620774828593, 7989.260064778464, 12.222175714638084, 0.0, 1119.5744560185185, 6, 19, 0.06932113275210497,[2;3;1]
Aftenposten, 2, 4, 2313.0, 4, 0.0, 0.0, 0.34631925616953424, 34.19252682770132, 23.954408002304394, 0.0, 2969.968402777778, 3, 5, 0.778796164240898,[2;3;1]
Aguinaldinho, 14, 1, 4906.133333333333, 0, 0.0, 0.0, 0.12570091811673745, 613.2992935045567, 28.767616917435603, 0.0, 2366.5011226851852, 1, 0, 2.0731590981738126,[2]
AgusC0ntreras, 7, 3, 4824.9, 3, 0.0, 0.0, 0.04294391806705775, 1.0444507794245412, 7.151375159905196, 0.0, 1174.1663541666667, 2, 3, 4.109213300890693,[2;1]
AhmettDonmez, 0, 5, 1383.0, 5, 0.0, 0.0, 0.29726831853731833, 96.01088011428217, 12.309815229116449, 0.0, 874.8451041666666, 2, 2, 1.5808512768867538,[2]
Aiekillu, 7, 0, 10836.0, 3, 0.0, 0.0, 0.07945824435726416, 1301.2293844367014, 17.016826898987883, 0.0, 1437.763900462963, 2, 2, 7.536703346433156,[1;2]
AimeeSayah, 3, 1, 11952.5, 1, 0.0, 0.0, 0.07167758565193953, 359.07201986754967, 4.315174044142626, 0.0, 1636.9880671296298, 1, 4, 7.301519320759658,[2]
AjKLUI, 2, 3, 3629.6, 3, 0.0, 0.0, 0.040824982418358864, 485.5841753734987, 14.267567443851874, 0.0, 1350.9974189814816, 2, 4, 2.686607649285044,[2]
Ajax1nl, 10, 0, 47.7, 0, 0.0, 0.0, 0.23606838914571382, 282.9961924960907, 22.27011272582282, 0.0, 2478.0520138888887, 2, 7, 0.019248990631614234,[3;2]
AjazkhanActor, 1, 4, 11851.6, 5, 0.0, 0.0, 0.11143453314465698, 133.89818210799098, 9.559318116273948, 0.0, 1029.571273148148, 1, 2, 11.511199184648033,[2]
Aki0627tennis, 0, 5, 55.8, 4, 0.0, 0.0, 0.015549555522693322, 4.879035202106063, 1.7724311042050427, 0.0, 347.88710648148145, 1, 4, 0.16039686139667356,[2]
AkpartiAnkara, 1, 1, 767.5, 1, 0.0, 0.0, 0.08505518182095478, 540.5867909867909, 3.4618495969961502, 0.0, 2235.594733796296, 2, 2, 0.3433090928321776,[2]
AlRajhiTakaful, 5, 0, 1.2, 4, 0.0, 0.0, 0.04298767189166846, 429.4778666338583, 4.711852652359676, 0.0, 1561.075023148148, 2, 1, 0.0007687010439639316,[2;0]
Al_GpGp, 7, 2, 13.555555555555555, 5, 0.0, 0.0, 0.17681182464690906, 116.0802958702809, 0.2769959548375288, 0.0, 1455.4875578703704, 2, 3, 0.009313412184292165,[2;1]
Al_byaan, 1, 2, 714.3333333333334, 2, 0.0, 0.0, 0.05342073662143348, 4.452450466433414, 10.031595177375843, 0.0, 1547.3816087962962, 1, 1, 0.461640056513927,[2]
Al_otaibiq8, 2, 2, 40.25, 2, 0.0, 0.0, 0.017356890311431256, 52.76754784535085, 9.52044941797297, 0.0, 1668.8971296296297, 1, 3, 0.024117723786206337,[2]
AlainFrey, 2, 0, 40255.0, 0, 0.0, 0.0, 0.021925136571302434, 1.1581025538435485, 1.0913781570805514, 0.0, 1416.9589120370372, 1, 2, 28.409433511469242,[2]
AlbertoRuy, 0, 1, 27872.0, 1, 0.0, 0.0, 0.544694286571879, 130.24484536082474, 9.67935889576118, 0.0, 2333.4190046296294, 1, 1, 11.944704292156894,[2]
AlexChancexxx, 11, 6, 21189.70588235294, 16, 0.0, 0.0, 0.36972820555025576, 28.389866902479085, 35.789645694981616, 0.0, 1681.6509259259262, 1, 8, 12.600537695232898,[2]
AlexCrawfordSky, 1, 0, 353.0, 0, 0.0, 0.0, 0.6338562407545425, 60.66094420600859, 4.54142864088695, 0.0, 2345.9578125000003, 1, 0, 0.1504715890964045,[2]
AlexMORPH, 1, 1, 17410.0, 2, 0.0, 0.0, 0.42255394167438876, 124.1980761103724, 4.7479493089210525, 0.0, 2517.0818518518518, 1, 1, 6.91673971078502,[2]
AlexSanabriaR, 5, 6, 1327.5454545454545, 6, 0.0, 0.0, 0.09595420118015224, 3.039064335538747, 22.022852123129173, 0.0, 2472.057071759259, 3, 7, 0.5370205525233672,[2;0;1]
Alextheproducer, 4, 2, 9890.666666666666, 5, 0.0, 0.0, 0.4626218979915629, 1.2593591412597285, 11.325330356886667, 0.0, 2240.6496990740743, 2, 4, 4.414195878433779,[2]
AleziaRedd, 9, 14, 10440.95652173913, 19, 0.0, 0.0, 0.108751977697801, 1.2308005285732295, 36.38644353871184, 0.0, 766.6677777777778, 1, 16, 13.618619204269583,[2]
AlfaguaraMex, 2, 1, 1425.3333333333333, 3, 0.0, 0.0, 0.4971321087099711, 120.69269423997298, 5.2371910410558575, 0.0, 2459.912685185185, 3, 2, 0.5794243600260277,[4;1;2]
AlfieBoe, 1, 0, 59.0, 1, 0.0, 0.0, 0.29881259571900165, 269.82456140350877, 3.1427354594525845, 0.0, 2017.9872222222223, 1, 0, 0.029237053312472797,[0]
Alicantrss, 3, 1, 2884.5, 2, 0.0, 0.0, 0.06993303875017047, 41.08307348037992, 25.93872225752432, 0.0, 911.7427893518519, 2, 1, 3.1637212091916402,[2;1]
Allenleech, 1, 0, 26.0, 0, 0.0, 0.0, 0.3455175551697547, 401.46153846153845, 0.9583137426763222, 0.0, 2211.175636574074, 1, 1, 0.011758450830384322,[2]
AlviroPetersen, 2, 0, 1131.0, 1, 0.0, 0.0, 0.2099380251226605, 124.30894939149016, 4.0904067607108985, 0.0, 2090.1502199074075, 1, 0, 0.5411094328187104,[2]
AlwaysJLover, 10, 4, 796.1428571428571, 9, 0.0, 0.0, 0.0743140996638696, 22.598650582769043, 93.07801428629193, 0.0, 2133.801215277778, 1, 4, 0.37311013389746117,[2]
AmaraLaNegraALN, 1, 0, 2059.0, 1, 0.0, 0.0, 0.13090230424795996, 104079.0, 16.853671671924843, 0.0, 2138.9997800925926, 1, 1, 0.9625994444519627,[2]
AmarnaMiller, 11, 4, 61432.933333333334, 14, 0.0, 0.0, 0.7596331009352698, 29.984755753025254, 30.334241478034233, 0.0, 1263.394039351852, 4, 10, 48.62531515887928,[2;1;4]
AmazingVines, 1, 8, 5.111111111111111, 8, 0.0, 0.0, 0.13930481227818653, 3.2336366413402744, 0.32435542025230374, 0.0, 1098.0014120370372, 1, 9, 0.004654922165927693,[2]
AmberNicholeM1, 5, 1, 5294.666666666667, 6, 0.0, 0.0, 0.12603629138548708, 24.948726382939196, 20.423616999919787, 0.0, 1772.0890625, 2, 4, 2.9878107024695137,[2]
AminePosey, 5, 2, 384.7142857142857, 2, 0.0, 0.0, 0.02358183648147087, 2.3797572988746185, 3.369208043085998, 0.0, 1202.5644328703704, 2, 2, 0.3199115782894235,[1;2]
AmirMateen2, 1, 3, 2609.75, 3, 0.0, 0.0, 0.16665231611579429, 143.69230534552068, 9.64251101012804, 0.0, 1150.4087037037038, 1, 4, 2.268541598823091,[2]
AmoresCitaveis, 2, 35, 943.7567567567568, 37, 0.0, 0.0, 0.007850853761406124, 18.69020421580616, 213.69053114292993, 0.0, 2204.8099189814816, 3, 9, 0.42804449881680867,[1;3;2]
AnalogueChurch, 1, 1, 2564.5, 1, 0.0, 0.0, 0.04622172780369982, 5.3011434848746415, 17.545893542287907, 0.0, 743.4461226851853, 2, 1, 3.4494765952070825,[2;0]
Andrea_Trejo1, 6, 0, 234.66666666666666, 2, 0.0, 0.0, 0.09035187189511655, 1.0683175358814632, 12.041668142035968, 0.0, 2470.5527314814813, 1, 5, 0.09498549198176694,[2]
AndresNavyz, 8, 2, 13643.0, 7, 0.0, 0.0, 0.07980748892693013, 601.4816607404484, 16.804267715936753, 0.0, 2436.415925925926, 1, 5, 5.599618626206102,[2]
AndresPellacini, 2, 2, 109.75, 3, 0.0, 0.0, 0.07073226542765179, 1191.1334787761257, 7.543081237065432, 0.0, 2153.049814814815, 1, 2, 0.050974203775884144,[0]
Andy_Staples, 12, 0, 2.3333333333333335, 5, 0.0, 0.0, 1.2552016707665647, 63.998807062993144, 25.101713067107738, 0.0, 2637.7464930555557, 2, 4, 0.0008845934738142364,[3;2]
Angelalerena, 5, 1, 4337.5, 4, 0.0, 0.0, 0.37030557324726526, 65.75747091188596, 22.823400079853602, 0.0, 2137.2498726851854, 2, 3, 2.029477252723135,[1;2]
AnggunHistory, 0, 1, 554.0, 1, 0.0, 0.0, 0.005676845416949972, 6211.705882352941, 2.1640134729413294, 0.0, 880.7708564814816, 1, 1, 0.6289944721980568,[2]
Angus_OL, 9, 0, 27976.444444444445, 8, 0.0, 0.0, 0.06632620348692907, 114.11618069275976, 20.183352881828757, 0.0, 2294.470810185185, 1, 2, 12.19298337562485,[2]
AnikaNoniRose, 2, 2, 2161.0, 2, 0.0, 0.0, 0.33502475202983484, 58.042100594316096, 21.593672432470484, 0.0, 1874.8828819444445, 2, 4, 1.1526053284772768,[2]
AnimeExpo, 1, 0, 1409.0, 1, 0.0, 0.0, 0.3651575404332689, 161.74418604651163, 2.1689520064167302, 0.0, 2864.517048611111, 1, 0, 0.4918804727251204,[1]
Ano_sh2, 10, 22, 1494.9375, 31, 0.0, 0.0, 0.1104017783565437, 206.92001211023606, 67.63462604497373, 0.0, 1524.6153009259258, 1, 9, 0.9805342364674539,[2]
AnonyMobLife, 5, 0, 3824.0, 0, 0.0, 0.0, 0.5390755646080027, 185.83037407329203, 28.10861960764806, 0.0, 1713.4879976851853, 1, 4, 2.2317051564796393,[3]
AnthonyDiMoro, 5, 0, 41.0, 2, 0.0, 0.0, 0.2498543662164391, 1.3331452086491258, 9.111965085608002, 0.0, 2665.088460648148, 4, 2, 0.015384104732504384,[1;0;2;4]
AntonellaKahllo, 5, 0, 47233.4, 3, 0.0, 0.0, 0.5224941466752756, 184.80013834547478, 34.78680428375171, 0.0, 970.796736111111, 1, 1, 48.65426329018269,[2]
AntonioTarver, 1, 0, 2868.0, 1, 0.0, 0.0, 0.16522169296527947, 136.76010781671158, 7.469569475402181, 0.0, 1936.7916782407408, 1, 0, 1.480799423201317,[2]
Apaixon4do, 7, 16, 9.73913043478261, 22, 0.0, 0.0, 0.10267934728984239, 3080.5761633445672, 1.7773843970295422, 0.0, 220.90093749999997, 2, 4, 0.04408822590344421,[2;3]
ArabNetME, 5, 0, 3312.0, 1, 0.0, 0.0, 0.39393642372648896, 34.06442950393507, 7.38765691730944, 0.0, 2314.984525462963, 1, 5, 1.4306791097610678,[1]
ArchonAmazHS, 2, 0, 7172.0, 2, 0.0, 0.0, 0.639729443120481, 1514.2550418569253, 5.3756809785915785, 0.0, 761.4276388888889, 1, 1, 9.41914849645558,[2]
Arcteryx, 3, 0, 25441.333333333332, 2, 0.0, 0.0, 0.6534945734604244, 3.3117522363845744, 9.24017112477437, 0.0, 2545.8232060185187, 2, 1, 9.993362175813346,[1;2]
ArianaArmy, 1, 0, 417.0, 1, 0.0, 0.0, 0.09869554612359617, 653.7051282051282, 2.2121901695417483, 0.0, 709.2518634259259, 1, 0, 0.5879434676219943,[2]
ArianneMusic, 1, 0, 1.0, 0, 0.0, 0.0, 0.10926589728679087, 507.9222222222222, 2.3282395835371053, 0.0, 2169.0207638888887, 1, 1, 0.0004610375412944763,[2]
ArizonaDOT, 30, 0, 664.1, 8, 0.0, 0.0, 0.5193049981176725, 196.22135342813948, 33.82155258190768, 0.0, 2760.5569675925926, 2, 12, 0.24056739556407117,[2;3]
ArmasAbrahan, 0, 1, 184.0, 1, 0.0, 0.0, 0.15997791804854555, 17.992009943181817, 6.0041269950785985, 0.0, 2119.042453703704, 1, 1, 0.08683167233313387,[3]
ArteDelFutbol, 38, 2, 20.0, 1, 0.0, 0.0, 0.17887887029274735, 2.017364525077194, 2.995796801387726, 0.0, 1370.141574074074, 4, 40, 0.014597031707118128,[5;0;4;3]
Artisticfeel, 1, 294, 30.16949152542373, 294, 0.0, 0.0, 0.1841719610089086, 16.734329116328787, 0.34715138479695506, 0.0, 501.90935185185185, 2, 210, 0.060109442898622925,[3;2]
Aslanews, 11, 0, 68885.72727272728, 4, 0.0, 0.0, 0.05748205195123048, 183.17631695906633, 5.783162355991846, 0.0, 2459.317835648148, 1, 4, 28.01009543143194,[3]
AssaadRazzouk, 3, 1, 13954.75, 1, 0.0, 0.0, 0.4908212747296649, 5.8346637745362, 4.300034185845445, 0.0, 1629.8432291666668, 2, 4, 8.562019800600709,[2;4]
Assvat0MyHer0, 1, 1, 17031.5, 0, 0.0, 0.0, 0.0637307676529991, 2.4679230037003044, 11.740529133674471, 0.0, 816.9903587962963, 1, 2, 20.84663523458609,[2]
AthIetesMotive, 0, 1, 3.0, 1, 0.0, 0.0, 0.12764052136170015, 4.030768586738112, 0.7658431281702008, 0.0, 869.6297916666666, 1, 1, 0.00344974382058649,[2]
